Gene,Label,Func_likelihood,Fam_size,Max_id_paralog,WGD_alpha,WGD_beta_gamma,Dup_recent,Dup_tandem,Singleton,Max_PCC_GM_abiotic,Max_PCC_SM_abiotic,Max_PCC_GM_biotic,Max_PCC_SM_biotic,Max_PCC_GM_hormone,Max_PCC_SM_hormone,Expr_med_dev,Expr_max_dev,Expr_breadth_dev
AT1G26360,unknown,,,,0,0,0,0,0,,,,,,,,,
AT4G17370,unknown,0.87,1,,0,0,0,0,1,0.829,0.783,0.88,0.866,0.854,0.76,170.7373912,457.1883585,64
AT1G76130,unknown,0.89,3,50,0,0,0,0,0,0.69,0.687,0.781,0.753,0.935,0.867,114.9753737,1743.742323,61
AT5G04230,unknown,0.8,4,81.79,0,0,,,,0.725,0.67,0.885,0.887,0.857,0.832,63.85740141,508.5459499,45
AT1G24320,unknown,,2,74.9,0,0,0,0,0,0.637,0.596,0.903,0.446,0.742,0.62,9.384848222,330.4538894,9
AT2G32810,unknown,,18,55.06,NA,NA,0,0,0,0.857,0.702,0.902,0.848,0.841,0.751,428.7847611,603.3677373,63
AT1G19600,unknown,1,4,25.98,0,0,0,0,0,0.712,0.62,0.751,0.52,0.861,0.671,229.3942203,1968.179123,64
AT3G15660,unknown,,37,45.79,0,0,0,0,0,0.716,0.469,0.912,0.87,0.833,0.71,708.9139188,1081.241795,64
AT5G01600,unknown,,4,73.76,1,0,0,0,0,0.663,0.594,0.847,0.827,0.884,0.818,3022.632818,24260.05701,64
AT2G33270,unknown,0.868,5,66.49,1,0,0,0,,0.666,0.714,0.734,0.701,0.786,0.755,4.656818282,5297.547709,4
AT3G57030,unknown,1,15,54,0,0,0,1,,0.639,0.552,0.966,0.86,0.814,0.768,272.7810553,793.404334,63
AT2G44590,unknown,0.74,11,80.84,1,0,,,,0.755,0.68,0.861,0.753,0.876,0.747,7.614334786,134.9135407,3
AT5G14100,unknown,0.82,14,34.57,NA,NA,0,0,0,0.877,0.856,0.9,0.833,0.83,0.597,65.26148728,186.1699268,58
AT1G30560,unknown,0.274,5,83.13,0,0,0,0,0,0.7,0.692,0.937,0.936,0.821,0.819,4.593851873,16.47513304,0
AT1G54350,unknown,,2,43.1,0,0,0,0,0,0.871,0.787,0.932,0.841,0.834,0.805,457.8861031,1161.408796,64
AT1G52750,unknown,,,,0,0,0,0,0,,,,,,,,,
AT2G29960,unknown,1,27,86.49,0,0,0,0,0,0.863,0.822,0.783,0.636,0.83,0.763,740.4255601,1508.384306,64
AT5G57500,unknown,0.81,7,25.69,0,0,0,0,0,0.651,0.683,0.712,0.75,0.672,0.504,29.28350736,256.8359388,39
AT4G29670,unknown,1,5,74.02,0,0,,,,0.805,0.65,0.903,0.875,0.688,0.554,781.037821,1948.66203,64
AT1G15020,unknown,0.99,2,77.57,0,0,,,,0.778,0.703,0.798,0.625,0.847,0.85,40.19295585,365.3783147,63
AT2G16600,unknown,0.98,27,83.43,0,0,0,0,0,0.815,0.748,0.857,0.707,0.923,0.782,4435.561424,7442.151271,64
AT5G65165,unknown,,,,0,0,0,0,0,,,,,,,,,
AT2G31350,unknown,1,5,83.59,0,0,0,0,0,0.861,0.834,0.905,0.9,0.86,0.843,389.3883951,4308.98876,64
AT5G60740,unknown,0.61,4,63.09,0,0,0,0,0,0.606,0.66,0.802,0.767,0.848,0.756,6.950293982,1613.832765,2
AT4G10260,unknown,0.7,12,68.57,0,0,0,0,0,0.572,0.474,0.854,0.808,0.786,0.759,6.827349554,796.725169,6
AT5G51260,unknown,0.99,10,70.61,0,0,0,0,0,0.738,0.705,0.796,0.719,0.942,0.902,103.2484672,1164.957712,64
AT2G39920,unknown,,10,34.86,0,0,0,0,,0.883,0.846,0.91,0.774,0.738,0.569,70.53194749,560.8688253,50
AT1G05850,unknown,1,14,72.4,0,0,0,0,0,0.874,0.671,0.927,0.89,0.745,0.689,4351.277401,16900.17119,64
AT1G26120,unknown,,,,0,0,0,0,,,,,,,,,,
AT2G40850,unknown,,,,1,0,0,0,0,,,,,,,,,
AT3G53260,unknown,1,4,90.34,0,0,0,0,0,0.873,0.839,0.889,0.772,0.775,0.683,1436.42402,6587.57538,64
AT5G06670,unknown,0.9,6,74.87,0,0,0,0,0,0.886,0.82,0.889,0.806,0.814,0.731,31.32263824,102.8636718,44
AT1G09910,unknown,1,8,64.51,0,0,0,1,0,0.897,0.78,0.851,0.805,0.777,0.657,143.2343067,690.3096409,64
AT5G05170,unknown,0.99,26,69.45,0,0,0,0,0,0.904,0.639,0.837,0.865,0.898,0.65,2401.166967,5767.452333,64
AT5G60860,unknown,,76,92.63,NA,NA,0,0,0,0.831,0.644,0.828,0.83,0.868,0.797,239.8492383,2418.566532,64
AT1G72620,unknown,,,,0,0,0,0,0,,,,,,,,,
AT5G56680,unknown,,,,0,0,0,0,0,,,,,,,,,
AT4G34215,unknown,0.95,2,54.55,1,0,0,0,0,0.804,0.773,0.706,0.593,0.766,0.564,177.0883806,481.9623229,64
AT5G51030,unknown,0.74,6,67.55,1,0,0,0,0,0.692,0.585,0.739,0.757,0.909,0.891,11.27161655,4369.800286,10
AT4G15810,unknown,0.73,1,46.67,1,0,0,0,,0.653,0.498,0.84,0.732,0.559,0.528,13.34687727,42.14509743,5
AT5G15700,unknown,0.97,3,66.28,1,0,,,,0.837,0.638,0.812,0.649,0.688,0.686,36.68250592,104.1976961,52
AT3G48410,unknown,0.99,13,58.66,0,0,0,0,0,0.757,0.689,0.848,0.662,0.801,0.691,59.67832114,572.7120229,44
AT1G13130,unknown,0.813,5,70,0,0,0,0,0,0.695,0.64,0.913,0.866,0.741,0.612,16.31849156,1131.235935,21
AT4G02340,unknown,0.99,9,54.55,0,0,0,0,0,0.88,0.782,0.756,0.767,0.652,0.576,366.1837994,964.1398576,64
AT2G19110,unknown,1,8,73.51,0,0,0,0,0,0.768,0.597,0.667,0.593,0.752,0.811,202.2057278,4217.897439,64
AT4G13010,unknown,0.97,6,33.43,0,0,0,0,0,0.89,0.668,0.854,0.805,0.9,0.892,1114.293086,5012.974117,64
AT5G21930,unknown,,,,0,0,0,0,0,,,,,,,,,
AT4G21770,unknown,,,,0,0,0,0,1,,,,,,,,,
AT3G53080,unknown,0.319,5,64.97,0,0,0,1,0,0.751,0.745,0.938,0.94,0.842,0.776,3.869499165,664.7688301,3
AT4G17070,unknown,0.99,1,,0,0,0,0,0,0.787,0.777,0.838,0.777,0.8,0.736,198.6777766,550.4483297,64
AT2G23096,unknown,,,,0,0,0,0,,,,,,,,,,
AT3G27870,unknown,0.98,12,65.59,0,0,0,0,0,0.916,0.846,0.861,0.871,0.939,0.936,57.79741431,1101.291645,63
AT2G47050,unknown,0.7,2,55.96,0,0,0,1,0,0.788,0.76,0.885,0.794,0.747,0.787,6.350439936,14432.45003,20
AT5G04930,unknown,0.94,12,37.6,1,0,0,0,0,0.886,0.825,0.825,0.8,0.737,0.578,203.5674919,1091.686764,64
AT3G47833,unknown,0.99,2,71.88,0,0,,,,0.791,0.809,0.925,0.788,0.803,0.769,1366.816294,3609.216648,64
AT5G38530,unknown,0.96,4,31.53,0,0,0,0,0,0.785,0.833,0.843,0.714,0.722,0.619,157.6862742,2556.525339,58
AT2G40070,unknown,1,4,55.56,0,0,,,,0.887,0.843,0.905,0.868,0.896,0.792,142.2900955,361.4194529,64
AT3G61700,unknown,0.97,9,79.89,1,0,,,,0.807,0.726,0.809,0.722,0.879,0.724,100.419494,213.1415818,57
AT5G67530,unknown,,27,52.26,1,1,0,0,1,0.677,0.725,0.86,0.782,0.879,0.792,275.1381824,558.6901958,64
AT5G27400,unknown,,1,,1,0,0,0,0,0.864,0.807,0.87,0.818,0.777,0.604,265.1862898,600.9989428,64
AT1G65960,unknown,,7,84.21,1,0,,,,0.738,0.696,0.895,0.85,0.645,0.528,4111.733349,11413.9554,62
AT2G07050,unknown,0.97,15,65.07,1,1,0,0,0,0.793,0.771,0.957,0.848,0.788,0.735,834.7946888,1491.156568,64
AT3G63440,unknown,,8,60.07,0,0,0,0,0,0.69,0.591,0.856,0.668,0.83,0.658,43.28779569,336.0224999,45
AT5G05480,unknown,,2,38.28,0,0,0,0,0,0.824,0.696,0.743,0.739,0.661,0.601,107.6348154,660.2473314,64
AT4G35790,unknown,1,12,53.04,1,0,0,0,0,0.926,0.848,0.866,0.836,0.942,0.915,446.6621788,4939.570882,64
AT2G26870,unknown,0.9,6,63.93,1,0,0,0,0,0.918,0.846,0.854,0.792,0.751,0.601,69.03966087,194.453459,60
AT4G37550,unknown,,2,90.04,1,0,0,1,0,0.767,0.792,0.93,0.873,0.873,0.838,813.3534841,1910.687177,63
AT1G49710,unknown,0.974,2,76.61,1,0,0,0,0,0.864,0.872,0.804,0.804,0.862,0.855,168.8202051,460.136533,63
ATMG01360,unknown,,,,0,0,,,1,,,,,,,,,
AT2G20800,unknown,0.51,7,65.99,0,0,0,0,0,0.879,0.765,0.701,0.555,0.845,0.79,4.655351471,23.46658301,0
AT4G36810,unknown,,15,80.54,0,0,0,0,0,0.881,0.853,0.676,0.602,0.853,0.759,531.3719882,1180.831494,64
AT5G16710,unknown,0.99,4,64.11,1,1,0,0,0,0.912,0.801,0.978,0.936,0.716,0.7,999.5488331,2800.14232,64
AT5G09430,unknown,0.88,9,55.18,0,1,0,0,0,0.8,0.834,0.801,0.702,0.588,0.453,5.064750898,1607.146757,3
AT2G34630,unknown,1,15,40.45,0,0,,,,0.791,0.742,0.941,0.889,0.759,0.828,271.221573,714.1790338,64
AT1G15950,unknown,,,,0,1,0,0,0,,,,,,,,,
AT1G69820,unknown,0.425,4,85.34,1,1,0,0,,0.741,0.74,0.872,0.797,0.811,0.713,6.033344099,25.5068318,1
AT3G11420,unknown,0.91,12,46.77,0,0,0,0,0,0.853,0.765,0.873,0.879,0.921,0.899,158.2261733,789.4776281,64
AT1G02130,unknown,1,76,85.22,0,1,0,0,0,0.757,0.679,0.783,0.594,0.829,0.606,399.7581154,622.7215289,64
AT1G48130,unknown,0.668,4,31.25,0,1,0,0,0,0.749,0.697,0.839,0.832,0.546,0.412,3.929262228,15399.1673,7
AT1G72700,unknown,0.995,12,87.65,NA,NA,0,0,0,0.823,0.777,0.874,0.861,0.889,0.87,121.8352946,897.9594307,64
AT1G77810,unknown,,14,70.4,1,0,0,0,0,0.78,0.524,0.875,0.836,0.683,0.593,74.78227704,290.7511009,64
AT2G17850,unknown,0.67,5,48.84,0,0,0,0,0,0.672,0.693,0.757,0.653,0.826,0.713,14.42146788,692.3903603,14
AT3G13784,unknown,0.35,8,70.26,0,0,0,1,0,0.953,0.949,0.895,0.81,0.778,0.712,14.24807019,298.1652387,10
AT1G17430,unknown,,9,74.4,1,0,0,0,0,0.794,0.636,0.831,0.643,0.705,0.677,202.4945328,1703.807322,64
AT4G25220,unknown,0.43,5,83.13,0,1,0,0,0,0.764,0.657,0.744,0.716,0.928,0.848,7.002720925,619.6767213,5
AT2G40090,unknown,0.98,17,32.2,0,0,0,0,,0.766,0.68,0.876,0.717,0.781,0.759,136.693832,3786.249035,64
AT4G18800,unknown,0.98,76,90.28,0,0,0,0,0,0.658,0.67,0.865,0.763,0.893,0.787,171.7023639,477.5853086,63
AT2G37420,unknown,0.773,5,46.75,0,0,0,0,0,0.879,0.757,0.814,0.779,0.835,0.737,61.81712416,467.8215483,60
AT1G02270,unknown,1,2,60.09,0,0,0,0,,0.841,0.824,0.652,0.751,0.675,0.527,203.6978122,494.8446868,64
AT1G10050,unknown,0.72,11,61.35,1,0,0,0,0,0.788,0.693,0.74,0.747,0.784,0.662,50.38421534,248.6676461,58
AT1G21400,unknown,,,,0,0,0,0,0,,,,,,,,,
AT5G11330,unknown,,,,0,0,0,0,1,,,,,,,,,
AT4G24260,unknown,0.93,25,77.32,0,0,0,0,0,0.586,0.526,0.837,0.773,0.749,0.618,37.53211291,857.7582128,47
AT2G19500,unknown,0.597,8,66.73,0,0,0,0,0,0.711,0.585,0.974,0.95,0.794,0.795,9.132894821,310.5757035,13
AT5G60730,unknown,0.64,3,62.36,NA,NA,0,0,,0.872,0.412,0.824,0.668,0.862,0.746,31.21956466,113.2757375,52
AT4G37390,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G08470,unknown,1,15,66.04,1,0,0,0,0,0.821,0.852,0.865,0.823,0.706,0.584,283.3192629,924.8748087,64
AT1G09430,unknown,0.98,3,79.95,0,0,0,0,0,0.802,0.734,0.761,0.674,0.797,0.679,599.1292286,1534.150178,63
AT5G22740,unknown,0.99,14,72.62,0,0,0,0,0,0.749,0.696,0.742,0.799,0.702,0.586,743.5381887,2963.403206,64
AT3G23910,unknown,,,,0,0,,,,,,,,,,,,
AT3G55830,unknown,,,,0,0,0,0,1,,,,,,,,,
AT2G47510,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G22370,unknown,1,6,77.26,0,0,0,1,0,0.818,0.834,0.849,0.772,0.937,0.812,323.3750239,4633.65363,61
AT5G04500,unknown,0.809,3,29.29,NA,NA,0,0,0,0.788,0.795,0.961,0.936,0.843,0.833,4.685034854,1484.003326,11
AT5G19840,unknown,,6,29.67,NA,NA,,,,0.73,0.664,0.745,0.551,0.761,0.746,16.0864244,36.01130538,10
AT5G04180,unknown,,8,47.06,0,0,0,0,,0.63,0.584,0.627,0.603,0.769,0.526,11.72039664,11483.22077,17
AT5G67520,unknown,0.88,4,65.81,1,0,0,0,0,0.678,0.62,0.749,0.612,0.723,0.589,39.25179902,2537.486656,44
AT1G34040,unknown,,,,0,1,0,0,0,,,,,,,,,
AT3G21500,unknown,,3,78.1,0,0,,,,0.626,0.644,0.964,0.954,0.829,0.746,8.988544832,695.8804848,6
AT3G16120,unknown,0.84,5,84.75,0,0,0,0,0,0.674,0.626,0.845,0.812,0.763,0.688,23.77683819,328.9477528,29
AT1G07380,unknown,0.93,3,71.39,0,0,0,0,0,0.804,0.754,0.706,0.597,0.754,0.718,48.40465848,305.0161364,59
AT3G14440,unknown,0.87,9,75.24,0,1,0,0,0,0.84,0.844,0.948,0.899,0.964,0.937,19.2567422,526.110714,25
AT4G38530,unknown,,9,63.65,NA,NA,0,0,0,0.68,0.663,0.756,0.739,0.854,0.78,9.643301522,54.15540348,10
AT1G31930,unknown,1,4,50.94,1,1,0,0,0,0.554,0.568,0.829,0.629,0.78,0.642,181.4579699,619.0149446,63
AT1G53500,unknown,,14,91.58,0,0,0,0,0,0.865,0.741,0.721,0.602,0.787,0.665,569.8759506,4890.100771,64
AT1G08080,unknown,0.28,8,70.47,0,0,0,1,0,0.774,0.756,0.651,0.769,0.758,0.631,7.092941189,22.43135679,0
AT1G79340,unknown,,6,69.93,NA,NA,0,1,0,0.83,0.735,0.871,0.87,0.907,0.879,727.3769671,2417.091261,64
AT3G28980,unknown,0.662,11,76.48,1,0,0,0,0,0.751,0.676,0.87,0.857,0.847,0.889,26.91908838,25696.53225,38
AT1G73050,unknown,0.646,8,47.28,0,0,0,1,0,0.629,0.661,0.961,0.942,0.718,0.684,4.889262036,191.4680871,2
AT1G27980,unknown,1,7,26.24,0,0,0,0,0,0.878,0.861,0.916,0.847,0.848,0.748,161.7276186,966.2357854,64
AT1G27120,unknown,0.875,7,67.89,0,0,0,0,0,0.803,0.775,0.855,0.787,0.791,0.667,102.9587879,536.0028743,55
AT4G18360,unknown,0.94,5,86.74,0,0,0,0,0,0.815,0.825,0.937,0.894,0.858,0.824,22.38713038,1581.984194,29
AT5G52810,unknown,,1,,0,1,0,0,0,0.874,0.839,0.852,0.782,0.795,0.797,107.1730104,2408.432257,62
AT1G13280,unknown,0.98,4,76.86,0,1,0,0,0,0.793,0.87,0.743,0.714,0.937,0.89,520.2120791,2697.325642,61
AT4G01660,unknown,,17,30,0,0,0,0,1,0.866,0.686,0.908,0.814,0.872,0.519,229.0319398,2217.305634,64
AT2G15790,unknown,0.98,27,64.88,0,0,0,0,0,0.783,0.617,0.784,0.699,0.737,0.639,39.07890234,131.5095538,49
AT5G17380,unknown,1,6,27.66,1,0,0,0,0,0.901,0.901,0.915,0.937,0.778,0.635,699.9109334,4265.081635,64
AT5G13500,unknown,1,4,72.39,1,0,,,,0.804,0.629,0.902,0.802,0.939,0.928,198.5326185,618.7980868,64
AT3G44880,unknown,,4,32.15,0,0,0,0,0,0.951,0.953,0.96,0.95,0.866,0.908,609.9265429,4070.560934,59
AT4G19010,unknown,0.95,31,45.45,0,0,0,0,0,0.717,0.454,0.915,0.84,0.748,0.783,66.26223465,108.481124,64
AT1G31850,unknown,0.99,29,74.79,0,0,0,0,0,0.89,0.776,0.745,0.661,0.93,0.879,300.1255511,934.6756724,63
AT2G31390,unknown,,12,88.54,0,1,0,0,0,0.843,0.688,0.944,0.91,0.927,0.834,823.4324778,5002.843129,64
AT4G38650,unknown,,,,1,0,0,0,0,,,,,,,,,
AT3G62180,unknown,0.77,2,55.96,0,0,0,1,0,0.688,0.527,0.847,0.865,0.773,0.739,9.429866719,10954.1216,13
AT1G31230,unknown,,6,81.04,0,0,0,0,0,0.873,0.879,0.958,0.919,0.787,0.765,345.0519178,818.5790347,64
AT1G03130,unknown,0.99,2,92.79,0,0,0,0,0,0.833,0.676,0.936,0.867,0.864,0.856,4125.599984,14997.51049,63
AT4G29530,unknown,0.94,3,51.72,0,0,0,0,1,0.824,0.794,0.76,0.756,0.867,0.865,79.59597122,258.5524815,64
AT3G04030,unknown,0.605,10,78.48,0,1,,,,0.602,0.676,0.753,0.732,0.853,0.759,22.51801403,280.9938389,27
AT2G15620,unknown,0.97,2,25.61,1,1,0,0,0,0.834,0.672,0.824,0.722,0.946,0.709,1536.55493,5379.749716,63
AT5G14310,unknown,0.99,20,73.22,1,0,0,0,0,0.666,0.643,0.896,0.838,0.844,0.716,129.5982288,678.7559225,64
AT3G59760,unknown,0.96,10,82.67,1,0,0,0,0,0.775,0.727,0.859,0.821,0.936,0.898,527.780135,1812.979529,64
AT4G09720,unknown,1,76,71.43,NA,NA,,,,0.666,0.537,0.735,0.553,0.809,0.724,904.2458804,2369.781353,64
AT3G25610,unknown,0.74,12,87.15,0,0,0,0,0,0.863,0.799,0.892,0.84,0.715,0.679,39.85811054,508.8955205,36
AT3G42640,unknown,0.908,28,87.79,0,0,0,0,0,0.66,0.595,0.711,0.532,0.762,0.619,68.62133398,13340.85898,64
AT1G19900,unknown,0.78,7,72.76,0,0,0,0,0,0.706,0.655,0.972,0.82,0.793,0.694,4.633327411,7219.510165,13
AT5G20110,unknown,0.62,5,51.19,1,1,0,0,,0.66,0.616,0.791,0.746,0.845,0.694,44.47156683,496.7213708,41
AT2G45300,unknown,,,,NA,NA,0,0,0,,,,,,,,,
AT1G18310,unknown,0.06,2,71.45,NA,NA,0,0,0,0.666,0.64,0.858,0.812,0.807,0.72,7.350275888,18.74179262,0
AT2G30790,unknown,0.94,2,92.8,0,0,0,0,,0.748,0.732,0.912,0.871,0.94,0.918,33.48942523,137.3772052,37
AT4G01190,unknown,0.29,11,65.54,0,0,0,0,0,0.639,0.609,0.684,0.736,0.598,0.59,11.29747841,56.0318807,1
AT1G12550,unknown,0.865,11,50.46,1,0,0,0,0,0.806,0.746,0.747,0.697,0.657,0.713,74.31510129,425.6540706,64
AT2G35660,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G80380,unknown,1,1,,0,0,,,,0.96,0.901,0.953,0.923,0.814,0.706,1350.158075,5075.380396,64
AT3G13750,unknown,1,18,70.48,0,0,0,0,0,0.911,0.774,0.677,0.538,0.833,0.782,1802.632178,7628.47546,63
AT4G16760,unknown,1,9,85.99,0,1,0,0,0,0.905,0.922,0.95,0.941,0.928,0.759,945.00566,5556.402403,64
AT2G32020,unknown,0.69,3,69.68,1,0,0,1,0,0.766,0.767,0.762,0.68,0.811,0.825,4.419265354,166.2153525,9
AT4G00750,unknown,,29,69.12,0,0,0,1,0,0.743,0.774,0.871,0.869,0.914,0.843,108.750546,759.9908116,52
AT5G09930,unknown,0.415,5,80.95,0,0,0,0,0,0.781,0.76,0.864,0.855,0.838,0.728,14.01744842,46.52674052,6
AT1G59610,unknown,1,11,91.97,NA,NA,0,0,0,0.761,0.637,0.889,0.792,0.725,0.532,500.3317781,836.290974,64
AT3G62860,unknown,0.62,16,82.83,0,0,0,0,0,0.697,0.551,0.791,0.776,0.747,0.725,86.39846642,367.4796157,62
AT1G62810,unknown,0.87,10,78.4,0,0,0,0,0,0.901,0.862,0.823,0.778,0.912,0.882,117.2239286,1222.204871,60
AT1G01940,unknown,1,27,52.32,0,0,0,0,1,0.885,0.87,0.769,0.794,0.836,0.784,169.0708569,476.5001041,64
AT1G26270,unknown,0.9,8,66.36,0,0,0,0,0,0.704,0.653,0.8,0.641,0.807,0.801,400.2878944,1041.025137,64
AT2G37730,unknown,0.465,12,48.46,0,0,0,0,0,0.641,0.727,0.821,0.836,0.835,0.796,6.211791903,196.3054755,2
AT3G59845,unknown,0.9,15,67.84,0,0,0,0,0,0.734,0.689,0.571,0.533,0.862,0.726,30.92194043,2886.176554,54
AT3G22890,unknown,1,4,87.55,1,0,0,0,0,0.819,0.734,0.828,0.736,0.799,0.841,2483.153478,8719.553948,64
AT4G26940,unknown,1,14,73.62,0,0,0,0,0,0.841,0.818,0.849,0.693,0.808,0.743,286.8040478,725.069886,63
AT4G09670,unknown,0.99,3,68.04,0,0,0,0,0,0.851,0.819,0.934,0.906,0.67,0.487,570.8192039,1034.311337,64
AT2G35170,unknown,0.94,4,67.32,0,1,0,0,0,0.638,0.597,0.661,0.645,0.679,0.571,32.05197261,124.3583686,45
AT1G11660,unknown,0.942,19,49.75,0,0,0,0,0,0.701,0.723,0.731,0.624,0.864,0.774,314.4206105,793.8913296,64
AT2G47340,unknown,0.59,2,44.39,0,0,0,0,0,0.746,0.709,0.897,0.847,0.644,0.599,8.872752287,4104.821239,5
AT4G33060,unknown,,,,1,0,0,0,0,,,,,,,,,
AT1G11680,unknown,1,31,31.58,0,0,0,1,1,0.795,0.694,0.908,0.85,0.881,0.687,795.5762577,1884.203743,64
AT1G31530,unknown,0.46,7,44.03,0,0,0,1,,0.929,0.897,0.912,0.872,0.774,0.733,5.80385135,35.83160134,2
AT4G05430,unknown,,,,1,0,0,0,,,,,,,,,,
AT1G60680,unknown,,12,84.35,0,1,0,1,0,0.752,0.677,0.695,0.647,0.922,0.9,8.392572959,1056.450774,13
AT4G21320,unknown,,,,1,0,0,0,0,,,,,,,,,
AT3G43670,unknown,0.78,10,79.2,1,0,0,0,0,0.904,0.74,0.943,0.831,0.821,0.729,77.90167948,528.9706844,52
AT3G16920,unknown,0.99,14,72.4,1,0,0,0,0,0.799,0.714,0.802,0.733,0.781,0.663,73.95026425,17448.42131,53
AT3G10340,unknown,0.88,4,81.67,0,0,0,0,0,0.865,0.881,0.832,0.754,0.931,0.893,65.91370128,3775.150514,46
AT4G38460,unknown,0.88,15,48.1,1,0,0,0,0,0.856,0.775,0.788,0.73,0.765,0.774,330.2561259,1107.318591,64
AT2G40280,unknown,0.92,29,60,0,1,0,0,0,0.776,0.575,0.783,0.528,0.778,0.694,175.2910972,388.5206623,64
AT5G16120,unknown,1,16,53.5,1,0,,,,0.831,0.771,0.931,0.916,0.795,0.821,330.9586201,1269.513103,64
AT5G23530,unknown,0.98,20,38.22,1,0,0,0,0,0.733,0.714,0.746,0.76,0.875,0.883,112.2566187,907.6863684,47
AT1G60500,unknown,0.14,11,91.58,0,1,0,1,0,0.724,0.666,0.886,0.861,0.83,0.807,4.640159415,19.17504296,0
AT2G16530,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G56700,unknown,0.3,9,74.07,0,0,0,0,,0.757,0.749,0.814,0.679,0.819,0.697,3.913225351,90.69758383,1
AT1G12520,unknown,0.99,4,42.65,0,0,0,0,0,0.655,0.593,0.643,0.523,0.847,0.774,489.7284961,1796.718964,64
AT1G02800,unknown,0.94,25,82.25,1,0,0,0,0,0.815,0.74,0.897,0.8,0.776,0.728,28.72139733,3937.866917,33
AT2G39445,unknown,,,,0,0,0,0,0,,,,,,,,,
AT1G76570,unknown,0.899,22,50.68,0,0,0,0,0,0.791,0.75,0.806,0.71,0.88,0.865,146.841454,414.5393582,63
AT5G39040,unknown,1,31,56.2,0,0,0,0,1,0.763,0.638,0.816,0.869,0.865,0.896,179.2237274,669.1925709,63
AT1G72000,unknown,0.61,9,84.51,1,0,0,0,0,0.566,0.509,0.761,0.673,0.678,0.616,7.222313809,15.95670995,0
AT4G34860,unknown,,9,79.76,0,0,0,0,0,0.953,0.916,0.869,0.813,0.959,0.892,134.1368905,545.6366696,64
AT2G40116,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G10350,unknown,,3,62.36,1,0,,,,0.753,0.701,0.937,0.812,0.771,0.659,399.2051516,2282.1132,64
AT1G64400,unknown,0.97,11,72.85,1,0,0,0,0,0.785,0.684,0.855,0.832,0.843,0.787,100.7001517,1066.13756,51
AT1G71040,unknown,0.99,2,78.79,NA,NA,0,0,0,0.797,0.815,0.745,0.796,0.872,0.875,371.2176385,2745.10059,64
AT3G59480,unknown,,12,86.96,0,0,0,0,0,0.708,0.699,0.876,0.952,0.653,0.589,20.50457454,845.6821163,29
AT4G39955,unknown,0.97,9,55.18,0,1,0,0,0,0.869,0.883,0.928,0.897,0.807,0.769,90.84349246,932.4653809,64
AT2G30933,unknown,,,,0,1,0,0,,,,,,,,,,
AT4G05390,unknown,1,5,85.25,0,0,0,0,0,0.725,0.752,0.85,0.796,0.897,0.824,304.016778,1092.8967,64
AT4G28020,unknown,,1,,0,0,0,0,1,0.602,0.568,0.735,0.682,0.807,0.712,33.39734873,165.3212152,61
AT2G32400,unknown,0.84,20,47,0,0,0,1,0,0.905,0.827,0.703,0.595,0.908,0.924,82.91866718,219.7285277,57
AT3G47420,unknown,0.959,5,63.99,0,0,0,0,0,0.84,0.83,0.798,0.708,0.703,0.58,161.5317437,2781.098602,63
AT1G07850,unknown,0.769,12,62.53,NA,NA,0,0,,0.822,0.83,0.963,0.933,0.844,0.679,4.874730001,999.206467,3
AT3G48890,unknown,0.96,4,69.68,0,1,0,0,0,0.842,0.8,0.91,0.888,0.854,0.836,466.0571412,1144.799015,64
AT1G06750,unknown,,3,84.5,0,1,,,,0.878,0.767,0.828,0.736,0.813,0.747,3.647180084,813.1718307,2
AT2G16430,unknown,0.99,20,70.53,0,0,,,,0.805,0.791,0.9,0.771,0.732,0.763,677.4267959,2715.932822,61
AT2G20680,unknown,0.9,8,82.56,0,1,0,0,0,0.826,0.762,0.833,0.809,0.708,0.567,86.1080044,485.9344646,61
AT3G45140,unknown,0.89,6,48.71,0,0,0,0,0,0.793,0.611,0.865,0.786,0.835,0.816,4026.544815,12885.59817,51
AT4G15240,unknown,,,,0,0,0,0,0,,,,,,,,,
AT3G55940,unknown,0.83,9,80.07,0,0,0,0,0,0.844,0.813,0.789,0.712,0.766,0.642,6.978914769,97.77605869,9
AT1G77420,unknown,1,16,53.5,0,1,0,0,0,0.801,0.72,0.844,0.829,0.955,0.928,209.683395,507.8331341,64
AT5G66760,unknown,1,3,86.75,1,0,0,0,0,0.933,0.851,0.943,0.924,0.865,0.834,1232.889742,9184.474036,64
AT5G13420,unknown,1,1,,1,1,0,0,0,0.783,0.804,0.811,0.759,0.959,0.934,703.4190081,4195.90416,64
AT5G43900,unknown,,20,86.53,0,0,,,,0.716,0.626,0.857,0.704,0.745,0.573,176.7912936,599.3891992,63
AT2G38600,unknown,0.6,10,46.05,0,0,0,0,0,0.721,0.723,0.81,0.817,0.831,0.766,7.551270057,183.0654283,7
AT1G03990,unknown,0.74,4,54.27,0,0,0,0,0,0.909,0.92,0.864,0.822,0.802,0.832,16.29660423,1473.012053,7
